,comment,rating
15482,"На мой вкус очень персиковое, люблю более чистый вкус. Но ни чуть не пожалела о покупке, выпила с удовольствием)",3
15483,"Шикарное, за свою цену, проссеко. Лучше охлаждать. Буду брать ещё.",5
15484,"Первое впечетление положительное, вкус сладковатый с горчинкой но после второго бокала появляется странная кислотность желатние пить дальше проподает, брали это вино на праздик допить так и не смогли.",3
15485,"Невкусное вино. Насоветовал подавец, повелась на его рекомендацию. Вообще обожаю prosecco, но этот вариант настолько неприЯтный на вкус, что пришлось его вылить в раковину и открыть другую бутылку. Не советую",0.5
15486,"Цена качество. Вино бомбэла!!! Под первый блюдо,,,уходит как дети в школу.",5
15487,Из всех пррссеко это самое вкусное.,5
15488,"Мне очень понравилось. Пьется легко, заметила как выпила всю бутылку. На утро голова не болит. Легкое игристое. Обязательно куплю еще!",5
15489,Очень не плохо. Приятный честный вкус. Хорошее послевкусие. Рекомендую,5
15490,"Очень вкусное, легкое, совсем не кислит и пьется с удовольствием, если охлажденное конечно:) Абсолютно все коллеги (даже придирчивые) оценили на 5!",5
15491,"""Ожидание - реальность"" Это вообще не Просекко.",1
15492,"К сожалению это не просекко, больше напоминает вкус советского шампанского.",1
15493,Очень приятное игристое вино. Легкое! Гармоничный вкус.,5
15494,ожидала большее,3
15495,"Хорошее вино, рекомендую",5
15496,"очень, очень, очень!!!! вкусное раз , настоящее два ,муж из Италии привозил настоящее и я искала такое же !!!! наша один в один !!!! рекомендую класс!!!",5
15497,"Ооочень вкусное! Берите, не пожалеете!",5
15498,"Чудное procecco ,лёгкое ,ненавязчивое .Советую пить охлаждённым .Советую всем для романтического вечера ❤️",5
15499,"Новый вкус, отличное вино",5
15500,"Очень вкусное игристое вино. Лёгкое, с фруктовыми нотками. Самое вкусное. Номер один в моем списке! Покупала бы всегда его, но цена бьет по карману! Берите , не пожалеете!!!!",5
15501,"вообще не вино,шипучка,!!!",1
15502,"Вообще не понимаю негативные отзывы,100% пишут поклонники Советского полусладкого,прекрасное шампанское,легкое,ненавязчивое,на моих девичниках очень вписалась,хотя многие поклонницы МОЁТ,Спасибо Красное и Белое за знакомство с этим игристым винов,единственный минус это корковая пробка, которая открывается только штопором,что иногда затруднительно на девичниках))))",5
15503,"шикарное просекко, а учитывая цену, вообще вне конкуренции. На вкус, я бы сказал, больше полусухое, чем сухое. Беру ящиками, уходит на ура.",5
15504,Роскошное просекко.,5
15505,"Попробовали этот чудный винчик для приготовления апероль шприц. Божественный вкус, очутились снова в Италии. Рекомендую!",5
15506,"Вкусное игристое вино. Брала уже не несколько раз. Приятно пьётся. Под настроение конечно. Я пью иногда и сладкое, но и чаще конечно сухое/брют.",5
15507,"Нежнейшее крутое просеко, думаю оценка винного адвоката говорит о многом, тем более 90 баллов!",5
15508,"Я вообще не особый фанат игристых вин, но это прям что-то с чем-то. Яблочно-грушевый аромат и освещающе-бодрящая легкость в сочетании с демократично-доступной ценой. Затарю несколько бутылок в заначку )",4
15509,Превосходное соотношение цены и качества. Вино очень легкое и приятное.,5
15510,Хорошее,5
15511,"Действительно, замечательное просекко! Необычный вкус, немного пузырьков, пьётся легко и приятно! За такие небольшие деньги просто находка!!!",5
15512,Замечательное игристое. Оптимальное соотношение цены и качества. Рекомендую.,5
15513,Просто отличное вино! Даже не верится что это сухое! Превосходно!,5
15514,"Хорошее вино. Мелкие пузырьки, грушевый аромат. Цена - качество оптимально.",5
15515,"Любимое, как выше было сказано,пила бы вечно)))",5
15516,"Для меня это вино - открытие, восторг полный, такое сочетание фруктовое изысканное вкуснейшее, беру каждые выходные с подругой гурманим с сыром ,с сыровяленым хамоном.",4.5
15517,Великолепно!!!!,5
15518,"Когда видишь высокую экспертную оценку (Паркер=90) пусть поставленную и не этому году, а 2010-му, уже заранее ждешь чего-то особенного... Охладили, открыли - на вкус ненавязчивое, лёгкое, никакой сухости. Сразу ощущается грушевый аромат, прямо дюшес! Немного постояв и отогревшись аромат затухает и на фоне остальных фруктов проявляется приятная кислинка. В общем, надо брать!",4.5
15519,"Я не любитель сухих вин, но это - очень понравилось!!!! На утро голова не болела и состочние нормальное. К сожалению, в Череповце оно закончилось. Надеюсь завезут ещё",5
15520,"Да, очень хорошо!",5
15521,"Пил бы вечьно, гдеб денег взять, сказка, а не шампань. 5 звёзд.",5
15522,"очень хорошее игристое вино, как раз к праздничному столу",5
15523,Замечательное вино. Креативная современная упаковка. Цвет скорее белоснежный с легким зеленоватым оттенком. Пузырьки некрупные деликатные. Вкус сладковатый нежный с легкой горчинкой. Пробка открывается как у обычного вина. По соотношению цена-качество 5+.,5
15524,"Просекко просто отличное!!! За эту стоимость просто бомба! Вкус приятный, то что надо! Оценка на Vivino 3,8 (по 5-ти бальной шкале). Берите, не думайте!)",5
15525,"Прекрасное вино за очень адекватную цену для такого уровня качества! Рекомендую после утомительного трудового дня выпить по бокалу с любимой женщиной под любой салат который смогли экспромтом приготовить за 10 минут. Поднимет настроение, оставит хорошее послевкусие, настроит на позитив. Не понижает работоспособность.",5
15526,"Отличное просекко! Честный вкус с характерной для сорта Глера горчинкой. Без разбавления более дешевым сортом Пино Гриджи, как в дрк",5
15527,"Прекрасное вино, особенно с замороженной клубникой или вишней. Рекомендую ценителям брют.",5
15528,"Чудесное вино, оооооочень вкусное, рекомендую Всем",3
15529,Очень вкусное Просекко!,5
15530,Мысхако - Вы Молодцы. Большое Спасибо Вам!!!,5
15531,"Очень понравилось, вкусное, легкое , будем брать ещё!!!",5
15532,"Как знакомство с брютом замечательно, за 400 идеально! 5 бутылок, не надоело, с белым сыром КБ нямм.",5
15533,Очень хороший вариант за свою цену.,5
15534,"доброго времени суток. это не вино игристое, просто спиртовая газировка. ну а как вы хотели..., за такие деньги. ещё раз убеждаюсь, что сложнее сделать белое качественное вино. не советую. выбирайте по вкусу, не ишите качество в данном регионе.",2
15535,"Не самый топ, но и не мерзкое. горечи сильной и послевкусия нет. вкус есть. норм",4.5
15536,очень даже вкусное игристое,5
15537,"Отличное, за эти деньги просто топ",5
15538,Отдаёт спиртом.не советую любителям брют .,2
15539,Удивило! В фавориты однозначно,5
15540,Не очень.Розовое полусухое получше будет.,5
15541,"Урожай 2022,розлив 2023.Неплохое за свою цену, брал за 400 . Во вкусе присутствует и кислинка и и горчинка ,но в меру . В общем крепкий середняк.",4
15542,"очень нравится, линейка Мысхако, что вина, что шампанское, просто топ. но этот брют - очень странный вкус - дрожжевой.. и не брют это - сахар 6..15мг в составе",3
15543,"очень понравилось!легкое,вкусное!",5
15544,хорошо,4
15545,"Завышенный сахар, по ощущениям совсем не брют. Нос сладкий, ягодный. Варенье из смородины и в носе и во вкусе. Чем пахнет, то и на вкус. Мне не зашло, но я люблю экстра брюты.",5
15546,отличное шампанское,5
15547,"Когда из наполненного фужера тебе в нос ударяет стойкий дрожжевой аромат, это не есть правильно и приятно.",2
15548,Мысхако как всего делает отличную альернативу проссеко.,5
15549,"Игристое для тех кто любит цветочный, сладкоаатый привкус.",3
15550,"напоминает по вкусу Кюве, но менее кислое, более ""классически"" сухое. По мне далеко не легкое, имеет весьма не стандартный привкус и весьма высокий сахар доя брюта. Мне зашло, кому нравилась предидущая серия Кюве понравиться. Сильно отличается от полусухого этой же серии.",5
15551,Отличное игристое,5
15552,"2022 год, горечи во вкусе нет, но ооочень сильная газация, не зашло.",3
15553,400 НОРМ !!!,4
15554,"А мне понравилось, лёгкое шампанское",5
15555,"Отличное игристое вино, с приятным вкусом.",5
15556,"Не идеально (как старая фанагория згу брют до 2021 года включительно -, после уже не торт, мне кажется), чувствуется ""гореч в аромате, хоть и весьма слабая, но не тяжелое, легкость присутствует. Нет отторжения, и ""разочарования"", хоть и не идеально. Да эта горечь., хоть и не сильна, но чувствуется (есть такие игристые российские где оно прям с ноги в дверь ударяет этой ""горечью-вонью"", здесь это лишь слегка., всеж лучшебы без этого если.",4
15557,"Аромат +, кислотность + , газация +, не понравилось то, что с одного бокала ударило в голову. С просекко и рядом не стоит, ну вы чего?!",3
15558,"Очень понравилось, прекрасно игает. полностью соответствует описанию.",5
15559,"Потрясающее, тонкое, нежное игристое. Очень приятное и вкусное.",5
15560,"Прекрасное игристое! Отличная альтернатива просечке, цена",5
15561,Классное. Вкус В точности просейко!,5
15562,Понравилось. Рекомендую,5
15563,"Отвратительно. Выстрелило огромным фонтаном,вылилось полбутылки.",1
15564,Прекрасное! С букетом,5
15565,"Шикарное игристое! Очень ароматное, мускат чувствуется самым правильным образом, ничего лишнего, сладость не приторная, как в тех же Мондоро/Асти.Пьется легко в удовольствие.",5
15566,"попробовали, сладкое, приятное после вкусие, шаловливые пузырьки приятно щекотали язык) с первого бокала приятное состояние",5
15567,"Не очень. До мондоро очень далеко. Слегка кислит. Слабогазированный. Послевкусия специфического нет, но и на вкус мне не подошло. Больше понравилось донна линда асти из этой же серии бренда.",3
15568,"Брал для пробы. 7 марта дегустировал Чинзано Асти, 8 Марта - данный напиток. Соотношение 5 зв. к 2 зв. соответственно. Пузырьки углекислого газа поднимались со дна бокала не более 10 секунд и всё. А без них вкус уже не тот. Итог - незачёт.",2
15569,мое любимое игристое. такая фруктовая газировочка❤️❤️❤️ если на мартини асти жаба давит то берите это.смело!!!!!!,5
15570,Отличное шампанское !Легкое!,5
15571,"Очень хорошее, не чем не хуже Асти Мартини",5
15572,Шампанское идеальное пьёшь и не пьяная и голова не болит,5
15573,"Выпила на НГ половину бутылки, понравилось. и, самое важное, с этого вина не болела моя бедная голова! Я очень люблю игристые вина, но из-за такой проблемы перестала их употреблять. Но НГ без игристого-это пропащий праздник! Рекомендую любителям сладенького! Жалею, что приобрела одну, не видела, что на него была акция при покупке двух, а жаль! Стоит своих денег!",5
15574,"Очень приятное по вкусовым качествам вино. Не приторно сладкое, нет кислого послевкусия. Вместо шампанского тоже очень хорошо.",5
15575,"Оч вкусное, муж взял на нг, потом купила себе сама. Приятный сладкий, никакого противного кислого послевкусия.",5
15576,Очень понравилось!!!,5
15577,"По вкусу сладкое, но почти не газированно. Разочаровало. Равносильно лимонаду.",3
15578,"Игристое вино достаточно насыщанногр вкуса, слабогазированное, не бьет по мозгам пузырьками. Брать лучше от 2 и более бутлок на компанию. 5 звезд поставил заслужено, без каких либо приувеличений.",5
15579,"Не понравилось совсем, слишком приторное. По вкусу как забродившая газировка",0.5
15580,"Очень вкусное шампанское, слабо газированное. Нет горечи совсем ни во время питья, ни в послевкусии. Мягенькое сладенькое в меру. Даже кушать ничего не хочется, только смаковать☺. Девочки рекомендую!!!",5
15581,Оч понравилось!,5
15582,"Жене очень понравилось, на Новый год бомба!!!",5
15583,Хорошее шаиранское,5
15584,Шедевральное. Одному Пашке не зашло...,5
15585,"Почему-то это в коробке вкуснее и приятнее чем обычная бутылка такого же п/сладкого. И составы разные. Мое любимое, но именно в коробке",5
15586,"Брать можно,советую,разочарование не получите",5
15587,Отличное вино!!!,5
15588,"Вино игристое не плохое. В меру кислое, в меру сладкое. Но любителям сладких игристых может не понравится.",5
15589,"Хорошее игристое. Спирта не почувствовала. Кто-то пишет, что не сравнимо с разными Asti, так это и не оно, не понятно вообще сравнение сладкого и полусладкого. Также можно написать, что пила водку белуга, потом купила это игристое- вообще не похоже",5
15590,"Отличное, пьётся легко, вкус приятный. Нет отвратительного послевкусия. Голова не болит даже после 3 бутылок. Рекомендую",5
15591,Отоичная кислотность для полусладкого.,5
15592,"мне нравиться, не кислое",5
15593,очень хорошее!,5
15594,"Очень вкусное , легкое , за свою цену достойное , и это не «заказной отзыв» как пишут ниже",5
15595,"Классное полусладенькое,оно не супер сладкое, как асти, а довольно свежее и ароматное. Золотая середина, легкое и сочное!",5
15596,"Отзывы заказные тут. Кислятина с запахом спирта. Для меня фу гадость. Особенно после сладкого асти: мартини, мондоро, чинзано и атто примо.",1
15597,давно искал.,5
15598,Очень крутое .Только пить охлаждённое.,5
15599,"Вкусное вино, легкое, цена адекватна",5
15600,"Всегда беру пару бутылок этого игристого вина на праздники. Это уже традиция. Вкус приятный, аромат потрясающий и цена не кусается. Всегда есть в наличии. Лёгкое, белое, полусладкое. Нет лишней кислинки. Как по мне, то оно больше подходит под мясо, фрукты и морепродукты.",5
15601,"Вино действительно вкусное и легкое. Мне нравится в нем, что нет посторонних послевкусий, чистый виноград, с легкой сладостью. Достаточно насыщенное газами, даже когда долго в бокале не выветривается и вкус раскрывается лучше. На Новый Год мы выпили три бутылки на троих и самочувствие после него было нормальное, даже голова не болела)",5
15602,"Не думала, что когда-нибудь приобрету достойное Российское вино. Игристое от ""Шато Тамань"" имеет бархатный, совершенно не приторный вкус. Не ощущается химозного привкуса - только натуральность. Сам алкоголь практически не чувствуется, поэтому и пьётся очень легко. Для праздничного стола, вечернего расслабления - лучший вариант.",5
15603,"Превосходное игристое. Умеренная сладость, аккуратная кислотность, которая только оттеняет вкус, но не солирует в вине. Вкус не однобокий, ярче раскрывается, если вино полежит чуток в холодильнике. Вкусовая палитра богатая, интересная и нежная. Виноградная косточка, сливочность, много цветов, мед, сливки. Газация умеренная. Легкотелое, но в этом и вся прелесть игристых.",5
15604,"Брала недавно на день рождение, как альтернативу шампанскому. Бутылка здорово смотрится. Кстати, лаконичный дизайн Шато Тамань мне всегда был близок. Вкусовые характеристики этого игристого хорошие. Приятный аромат, легкий вкус, пузырьков много, пьется очень легко и имеет сладковатое послевкусие.",5
15605,"Очень вкусное шампанское,одно из самых любимых",5
15606,Вкусное очень!!!,5
15607,"Отличное шампанское, без запаха брожения, как у большинства игристых вин.",5
15608,"Очень понравилось, пока мой фаворит из категории до 800 руб.",4.5
15609,Чудесное вино!,5
15610,"Сколько раз брал алкоголь от Шато Тамани, разочарований не было. Это белое полусладкое понравилось своим приятным легким вкусом и гармоничным послевкусием без кислинки всем моим друзьям, с которыми довелось отмечать торжество. Довольно неплохое вино, учитывая бюджетную стоимость",5
15611,"Полусладкое игристое - просто шикарное. Сочная сладость во вкусе, яркий многогранный букет, аромат совершенно не отстает от вкуса, продолжительные пузырьки. Одним словом, торжественное игристое, которое беру по особо приятным случаям)))",5
15612,"Достойное российское игристое вино. Ни один из сортов винограда, которые входят в состав, не превалирует во вкусе, очень органичный букет и вкус. Хороший экземпляр от Шато, покупали, покупаем и будем покупать. На Новый год частенько берем к родственникам в гости, и недорого и хорошо.",5
15613,"Достойный подарочный вариант, всем дамам с работы подарим на Новый год. Достойная упаковка, бутылка солидная, качество вроде хорошее. Такое постоянно жена моя берет. Вино не сухарь, полусладкое, нашим барышням, думаю, понравится.",5
15614,"У вина аромат просто волшебный, приятная минеральность, букет развитый и долгоиграющий. Сочные цитрусы, что-то похожее на грушу, резвая задиристая кислинка. Беру от случая к случаю, цена на игристое почти не скачет, всегда плюс/минус понимаю, сколько придется за него заплатить.",5
15615,"В домашних запасах всегда есть бутылочка Шато Тамань. Я не любитель брютов и других сухих вин из-за чрезмерной кислотности, а вот полусладенькое самое оно. От распития этого вина получаю огромное удовольствие. И приятно, что белое игристое подходит к большинству блюд. Объема бутылки в 0,75л идеально хватает на 2-3 человека.",5
15616,"К новому году постепенно подкупаю алкоголь. Импортное шампанское в этом году решила заменить нашим игристым вином. Продегустировала несколько производителей и остановилась на Шато Тамань. Тонкий, цветочный аромат, гармоничный вкус. Есть и сухой вариант, буду брать оба. Как по мне, так идеально подходит к праздничному столу, гастрономичное. В ""Красное и Белое"" еще и по мега приятной цене нашла.",5
15617,"Давно беру вина Шато Тамань. Еще ни разу не усомнился в качестве их алкоголя. Причем не смотря на год урожая, вкус вина отличный. Для себя давно понял, попробовав именно это вино, что не хочу искать какое-то другое. С удовольствием беру это белое полусладкое с приятным вкусом и ароматом. Мне нравится.",5
15618,"Вино мне понравилось. Я отдаю предпочтение полусладким винам с легкой кислинкой. Пахнет приятно, чувствует цветочный аромат. На вкус легкое, не приторное, по содержанию спирта как раз то, что нужно. Перебрать этим вином тяжело, а пьется оно легко. Советую попробовать.",5
15619,"Пробовала такое вино у подруги. На вкус приятное, не слишком сладкое, но и не кислое. Хорошая газированность. Долго не выдыхается и сохраняет свой вкус и аромат. Была удивлена, что вино произведено в России. Раньше всерьез не воспринимала Шато Тамань, теперь же взяла себе на заметку для застолий!",5
15620,"Отличное игристое. Совсем не приторное, чего я боялась, а очень даже приятное, питкое и свежее. Мне понравилось. Красивый нарядный дизайн к",5
15621,"Приятное игристое, можно смело покупать на подарок! Точно не разочарует.",5
15622,"Хорошее игристое, цена соответствует качеству. Свежий вкус, приятный аромат, оригинальное оформление - можно смело брать на подарок, любители полусладкого оценят.",5
15623,"Одно из немногих игристых вин, которое нравится всем в нашей семье)",5
15624,"Вино, за свои деньги, даже очень хорошее.",5
15625,Супер,5
15626,очень достойное игристое .,5
15627,"Вино прозрачное, светло-соломенного цвета. Аромат вина чистый, легкий. В букете яблоко, цитрусовые фрукты, минеральные, цветочные оттенки и оттенки свежескошенной травы. Вино игристое, полусладкое, с кислотностью выше среднего и немного резким перляжем. Во вкусе яблоко, абрикос, травы и цитрусовые фрукты. Послевкусие легкое, минеральное. Очень хорошая цена.",4.5
15628,"Не впечатлило. Жесткое, кислое! Больше не возьму.",2
15629,"Почему здесь многие сравнивают данное вино с просекко? Это же абсолютно разные вещи! И это даже не брют, а extra dry, то есть промежуточный вариант между брютом и сухим. Оно более сладкое. И хоть я и фанат брюта, так как люблю покислее, но данное игристое очень понравилось! Лёгкое, приятное, голова на утро свежая. Даже моим друзьям, кто любит цедить свои полусладкие спиртовые компоты, а мои сухие вина и брют называют уксусом - оценили и признались, что довольно вкусно.",5
15630,"Это не просекко, хотя указано, что в составе только глера, вкус очень средний, сильная спиртность, моченые яблоки, лёгкая цветочность, повторять точно не буду. Если вы любите нормальное просекко, вам не сюда.",2
15631,Шляпа !!!,2
15632,"Это не просекко а игристое вина,разница в способе изготовления.внимательно читайте этикетку.за свои деньги в своей категории отличное игристое.",5
15633,"Вообще сорт вина, из которого изготовляют просеко, хотя данное вино и не претендует на это звание. я углубилась в изучение вопроса, так как не считаю себя супер какие то профессионалом,и все мои наблюдения по вину подтвердились, твердая 4 или даже 5, остальные либо врут либо пьют компоты газированные",5
15634,"не понравилось, правда брала оранжевое! но поняла оно не мое, хотя чувствуется виноград. блеклое, ровное, не для меня",5
15635,Отличное шампанское !,5
15636,"Отвратительное игристое, сладкое, с жуткими ароматизаторами, как-будто за 100 руб бодяга, типо Дербент или Советское, Цимлянское, одним словом пить не возможно. Сорт винограда Глера 100 % , описание в приложении не верное, написано Проссеко, но если почитать этикетку на бутылке, то только глера. По своим вкусовым предпочтениям выбираю Проссеко или Пино Гриджио, а этот вариант в черный список.",1
15637,Невкусное( ничего общего нет с Просеко,2
15638,"Так себе, сероводород чувствуется",2
15639,"Хорошее игристое! Это экстра драй. Слаще, чем брют (для тех, кто не читает этикетку на вине). После выпитой бутылки, голова не болела.",5
15640,на вкус не плохо. но плчему указан сахар 5-15 г/дм^3? это же брют?!,4
15641,"Не понравилось. Ощущение, что выпила обычное «Советское» шампанское. Жесткое, кислое.",3
15642,"Не понравилось! Желания купить ещё раз не возникает. Жёсткое, просекко рядом не стоит, не понимаю что здесь многие с ним зачем-то сравнивают",3
15643,Супер,5
15644,"При выборе между Просекой и данным игристым, выбираю вальпьяне за счет ароматных нот и экстра сухого сорта игристого.",5
15645,"Не понравилось! Показалось жестковатым! Но голова не болела! Дам шанс акционной второй бутылке! Но, желания купить ещё не возникает!",3
15646,"Начиталась отзывов, что практичеки просекко. Не просекко. Перляж более грубый, ароматика не такая свежая, чувствуются дрожжи. Если охладить хорошо, то для среднего неплохого игристого вполне дотягивает+ по акции так же приятно. Спасибо.",3
15647,"Хорошее игристое со вкусом. Охлодил, в бокалы налил и чин-чин.",5
15648,"Ничем не хуже просеко !!! Я пью только просеко , но в этот раз в КБ его не было , взяла это на свой страх и риск … И ОСТАЛАСЬ ОЧЕНЬ ДОВОЛЬНА, оно такое же легкое , как и просеко , не кислое , приятный брют ! Рекомендую Да , и голова не болит !))",5
15649,"Для меня получше Мартини и Мандоро, покупаю коробками, пью с удовольствием)",5
15650,"За свои деньги прекрасный брют. Слегка кислит, но мне очень нравится.",5
15651,"Еприятный вкус и аромат, затхлый какой то, фруктами и цветочками и не пахнет тут",2
15652,Сейчас буду пробовать,5
15653,"Горечь сильная, кислотность средняя, дрожжи в послевкусии. Желудок горит. Не советую.",2
15654,"прекрасное игристое вино. нет никакой горечи и не кислит. очень понравилось, нисколько не уступает нашему Крымскому шампанскому.",5
15655,"Вкусное, шампанское.",5
15656,Очень сильно горчит. Не понравилось. Взяла первый и последний раз.,2
15657,"Захотелось полусладкого шампанского, До этого пила только итальянское игристое , но решила сэкономить и взяла это …, естественно разочаровалась (, и да оно действительно горчит ((",3
15658,Не понравилось. Действительно горчит.,3
15659,Брал на НовыйГод 2024 мне зашло 2 снаряда,5
15660,"Из разряда больше брать не буду! Кислое, присутствует горечь, но вполне презентабельная бутылка. Мое мнение лучше купить одну бутылку шампанского за 600₽, чем две этого",2
15661,"понравилось, неплохое вино.",5
15662,"Вкусное, стоит взять попробовать",5
15663,горчит,4
15664,"Вкусное, хорошее игристое вино!!!!",5
15665,"На 3 с минусом, немного горчит, красная цена 250р",3
15666,"Хорошее шампанское из натурального винограда! Видели летом их виноградники в районе п.Сенной, вкус шампанского купленного там и здесь в КБ не отличается.",5
15667,"Не понравилось, много горечи, и после 1 бокала уже понял что опьянел. Вообще любитель сладкого, а это взял на пробу, и понял что Италия рулит, может мне такие Российские попадаются которые не по вкусу, но Российские что-то прям никак. Никого не хотел обидеть, писал как думаю исходя из лично своих вкусов.",1.5
15668,Завезите Розовое,5
15669,"Хорошее шампанское Фаногория, , лучше чем Абрао Дюрсо",5
15670,Отличное шампанское. Разные партии могут отличаться по вкусу и по оттенку. Горчинки больше и по цвету более зеленоватое.,5
15671,"главное не кислое, приятное",5
15672,Мне не зашло. Присутствует спиртуозность. Болела голова от трех бокалов.,3
15673,отличное,5
15674,"неплохое, но розовое по моему мнению по лучше,кстати а почему его нет в кб?",5
15675,"Отличное вино, вкус приятный.",5
15676,вкусное шампанское.голова не болела!,5
15677,так себе,3
15678,вкусное шампанское за отличную цену!,5
15679,Подскажите а цена так и осталась 889?,5
15680,Купила 28 декабря 2023 900 руб.,5
15681,"Мне понравился, вкус мягкий, свежий, чуть сладкий. С тонком вообще освежающий коктейль проучается",5
15682,"Не было дозатора, что смутило…по вкусу все ок",5
15683,"Вкусно) лед, лимон, мята и украсила клубничкой",5
15684,верните акцииию...))),5
15685,Нежный вкус очень понравился.,5
15686,Как итальянское игристое превратилось в ерунду из виноматериалов еще и Российского производства? Еще и за такую цену. Разочарование.,2
15687,Из всех трех представленных этот более менее хотя химоза ощущается,3
15688,Вкусный! Понравился!,5
15689,Хороший вкус для винного напитка,5
15690,"Очень вкусный, сладкий",5
15691,"Отличное вино, приятное фруктовое послевкусие.",5
15692,"Отличное вино. Сбалансированное. Легко пьется. Приятный вкус. Правильные пузырьки, шлейфом.",5
15693,"очень не плохое игристое,вкус не приторный и не кислый.фруктовые нотки и приятное послевкусье.рекомендую.",5
15694,"Брал на нг, чтобы чокнуться под бой курантов. В итоге еле-еле удалось сделать глоток этой субстанции. Вылил в раковину. Не рекомендую.",2
15695,Очень вкусное игристое вино! Приятный вкус.,5
15696,"Неплохое игристое вино. Именно полусладкое, без кислятины, пьётся приятно. Своих денег стоит.",5
15697,Очень вкусное!!,5
15698,Шикарное бюджетное полусладкое!,5
15699,"Очень понравилось,нет кислости,очень хорошо надо охладить,приятный аромат.",5
15700,"Очень понравилось, не сладкое и не кислое, лучше даже мартини асти",5
15701,"Ооочень понравилось! Особенно после итальянского . НАШЕ лучше! Итальянское как-будто компот сладкий. Буду брать ещё, обязательно. Оочень вкусное.",5
